单词                  |音标                  |词性&词义               
cheerfully            |/ˈtʃɪəfəli/           |< adv. > - 高高兴兴地 ;
cheese                |/tʃiːz/               |< vt. > - 使停止 ;< n. > - 干酪；乳酪；奶酪 ;
chemical              |/ˈkemɪkl/             |< adj. > - 化学的 ;< n. > - 药品；化学物 ;
chemist               |/ˈkemɪst/             |< n. > - 化学家；药剂师；药房 ;
chemistry             |/ˈkemɪstri/           |< n. > - 化学 ;
cheque                |/tʃek/                |< other nominal > - =check(美) ;< n. > - 支票 ;
cherish               |/ˈtʃerɪʃ/             |< vt. > - 珍爱；抱有；抚育 ;
cherry                |/ˈtʃeri/              |< n. > - 樱桃；樱桃树；樱桃色；<俚>处女膜 ;
chess                 |/tʃes/                |< n. > - 国际象棋 ;
chest                 |/tʃest/               |< n. > - 胸部；胸腔；箱子；金库 ;
chew                  |/tʃuː/                |< vt. > - 咀嚼；嚼碎；深思 ;< vi. > - 咀嚼 ;< n. > - 咀嚼；咀嚼物 ;
Chicago               |/ʃɪˈkɑːɡoʊˌ -ˈkɔː-/   |< n. > - 芝加哥 ;
chicken               |/ˈtʃɪkɪn/             |< adj. > - 懦弱的；胆小的 ;< vi. > - 失去勇气 ;< n. > - 鸡；鸡肉；胆小者 ;
chief                 |/tʃiːf/               |< adj. > - 主要的；首要的 ;< n. > - 首领 ;
child                 |/tʃaɪld/              |< n. > - 小孩；子女；产物 ;
childhood             |/ˈtʃaɪldhʊd/          |< n. > - 童年；幼年 ;
childish              |/ˈtʃaɪldɪʃ/           |< adj. > - 孩子气的；幼稚的 ;
chill                 |/tʃɪl/                |< n. > - 寒冷；扫兴；寒心；着凉 ;< adj. > - 冷淡的；寒冷的 ;< v. > - (使)变冷；(使)扫兴；[冶]冷淬 ;
chimney               |/ˈtʃɪmni/             |< n. > - 烟囱 ;
chin                  |/tʃɪn/                |< v. > - 聊天；作引体向上 ;< n. > - 颏；下巴 ;
China                 |/ˈtʃaɪnə/             |< n. > - [小写]瓷器 ;
Chinese               |/ˌtʃaɪˈniːz/          |< adj. > - 中国的；中国人的；汉语的 ;< n. > - 中国人；汉语 ;
chip                  |/tʃɪp/                |< v. > - 形成（缺口）；切下；凿下；凑份子；打高球；近穴击球；将（土豆等）切条 ;< n. > - 缺口；碎屑；油炸土豆条；薄片；筹码；芯片；（足球）高球；（高尔夫球）近穴球 ;
chocolate             |/ˈtʃɑːklət/           |< adj. > - 巧克力的；巧克力色的 ;< n. > - 巧克力；巧克力糖；巧克力色 ;
choice                |/tʃɔɪs/               |< adj. > - 上等的；精选的 ;< n. > - 选择；挑选；抉择 ;
choke                 |/tʃoʊk/               |< vt. > - 使窒息；阻塞；抑制；使说不出话 ;< vi. > - 窒息；阻塞；说不出话 ;< n. > - 窒息；阻塞；阻风门 ;
choose                |/tʃuːz/               |< v. > - 选择；决定 ;
chop                  |/tʃɑːp/               |< n. > - 砍；剁；排骨 ;< v. > - 劈；砍；剁 ;
Christ                |/kraɪst/              |< int. > - 天啊！ ;< n. > - 基督；救世主 ;
Christian             |/ˈkrɪstʃən/           |< adj. > - 基督教的；基督徒的 ;< n. > - 基督徒 ;
Christmas             |/ˈkrɪsməs/            |< n. > - 圣诞节 ;
chug                  |/tʃʌɡ/                |< v. > - 发出轧轧声；一口气喝完 ;< n. > - （火车等缓行时的）轧轧响声 ;
chunk                 |/tʃʌŋk/               |< vt. > - （高尔夫球）没击中 ;< vi. > - 发出猛冲的声音 ;< n. > - 矮胖的人或物；厚块（片）；相当大的量 ;
church                |/tʃɜːrtʃ/             |< v. > - 把  ;< adj. > - 教堂的 ;< n. > - 礼拜仪式；教堂；基督教徒 ;
cigarette             |/ˈsɪɡəret/            |< n. > - 香烟，卷烟，烟卷 ;
cinema                |/ˈsɪnəmə/             |< n. > - 电影院；电影(艺术；拍摄；技术) ;
circle                |/ˈsɜːrkl/             |< v. > - 划圈；包围；盘旋；环绕 ;< n. > - 圆圈；圈子；包厢 ;
circuit               |/ˈsɜːrkɪt/            |< v. > - 巡回；绕  ;< n. > - 巡回；线路；环形；电路；回路 ;
circular              |/ˈsɜːrkjələr/         |< adj. > - 圆形的；循环的 ;< n. > - 传单；通报 ;
circulate             |/ˈsɜːrkjəleɪt/        |< vt. > - 使流通，使环流 ;< vi. > - 流通；循环；传播 ;
circumference         |/sərˈkʌmfərəns/       |< n. > - 圆周；周围；周长 ;
circumstance          |/ˈsɜːrkəmstæns/       |< n. > - 环境；详情；事件；(复数)境况 ;
circus                |/ˈsɜːrkəs/            |< n. > - 马戏团；马戏表演；竞技场；广场 ;
citizen               |/ˈsɪtɪzn/             |< n. > - 公民；市民 ;
city                  |/ˈsɪti/               |< other nominal > - City ;< n. > - （伦敦最古老的金融商务中心）伦敦商业区 ;
city-state            |/'sɪtɪ'steɪt/         |< n. > - (古代)城邦 ;
civil                 |/ˈsɪvl/               |< adj. > - 公民的；文明的；国内的；民用的；民事的；【建】土木的 ;
civilization          |/ˌsɪvələˈzeɪʃn/       |< n. > - 文明；开化；教养 ;
civilize              |/ˈsɪvəlaɪz/           |< vt. > - 使开化；使文明 ;
civilized             |/ˈsɪvəlaɪzd/          |< adj. > - 文明的；有合理法律和风俗的；有礼的；品味举止优雅的 ;
claim                 |/kleɪm/               |< vt. > - 要求；请求；主张；声称；断言 ;< n. > - 要求；要求权；主张；断言；声称；要求物 ;
clamp                 |/klæmp/               |< vt. > - 夹住；强加；压制 ;< n. > - 夹子；螺丝钳 ;
clap                  |/klæp/                |< n. > - 霹雳声；轻拍；拍手声 ;< v. > - 拍手；轻拍；鼓掌；啪地关上 ;
clarify               |/ˈklærəfaɪ/           |< vt. > - 澄清；阐明；净化 ;
clasp                 |/klæsp/               |< v. > - 扣紧；紧握；密切合作 ;< n. > - 扣子；钩；紧握；握手 ;
class                 |/klæs/                |< v. > - 分类 ;< n. > - 等级；阶级；阶层；班级；课；[生]纲；<口>出色的风度 ;
classical             |/ˈklæsɪkl/            |< adj. > - 古典的；权威的；传统的；正统的 ;
classification        |/ˌklæsɪfɪˈkeɪʃn/      |< n. > - 分类；类别 ;
classify              |/ˈklæsɪfaɪ/           |< vt. > - 分类；归类 ;
classmate             |/ˈklæsmeɪt/           |< n. > - 同班同学 ;
classroom             |/ˈklæsruːm/           |< n. > - 教室；课堂 ;
clavichord            |/ˈklævɪkɔːrd/         |< n. > - 古钢琴（钢琴的前身） ;
claw                  |/klɔː/                |< v. > - 抓；撕 ;< n. > - 爪；钳；螯；爪状物 ;
clay                  |/kleɪ/                |< n. > - 黏土；泥土 ;
clean                 |/kliːn/               |< adv. > - 完全地 ;< v. > - 打扫；清扫；擦，刷 ;< adj. > - 干净的；纯洁的；完全的；空白的；正当的；精准的 ;< n. > - 清洁 ;
clear                 |/klɪr/                |< adv. > - 清楚地；彻底地 ;< n. > - 空地 ;< adj. > - 清楚的；明确的；明白(某事)的；清晰的；清澈的；晴朗的；头脑清醒的 ;< v. > - 清空；清除；澄清；放晴；使明确 ;
clearly               |/ˈklɪrli/             |< adv. > - 清楚地；显然地 ;
cleft                 |/kleft/               |< other nominal > - 动词cleave的过去式和过去分词 ;< adj. > - 裂开的；分离的 ;< n. > - 裂缝；开裂 ;
clerical              |/ˈklerɪkl/            |< adj. > - 书记的；事务上的；抄写员的 ;< n. > - 牧师 ;
clerk                 |/klɜːrk/              |< vi. > - (作为职员)工作 ;< n. > - 职员；办事员 ;
clever                |/ˈklevər/             |< adj. > - 聪明的；灵巧的 ;
cleverness            |/ˈklevənəs/           |< n. > - 聪明；机灵 ;
click                 |/klɪk/                |< v. > - （使）发出咔嗒声；点击 ;< n. > - 咔嗒声；[计]点击 ;
cliff                 |/klɪf/                |< n. > - 悬崖；峭壁 ;
climate               |/ˈklaɪmət/            |< n. > - 气候；风气 ;
climb                 |/klaɪm/               |< n. > - 爬；攀爬处 ;< v. > - 攀登；爬；上升 ;
cling                 |/klɪŋ/                |< vi. > - 紧贴；附着；依恋；坚持 ;< n. > - 紧抓；紧贴 ;
cloak                 |/kloʊk/               |< v. > - 遮掩；隐匿 ;< n. > - 斗蓬；宽大外衣；掩盖物 ;
clock                 |/klɑːk/               |< v. > - 计时；打卡 ;< n. > - 时钟 ;
clog                  |/klɑːɡ/               |< vt. > - 阻塞；妨碍 ;< vi. > - 阻塞；结块；跳木屐舞 ;< n. > - 木屐；障碍 ;
close                 |/kloʊs/               |< adv. > - 接近；靠近；紧紧地 ;< n. > - 死胡同；完结；结论 ;< adj. > - 亲近的；近的；几乎的；闷热的；严密的；紧凑的；剪得很短的；守口如瓶的；吝啬的；势均力敌的 ;< v. > - 关；合拢；不开放；停业；结束；收盘；（使）缩小；牢牢握住或抓住；（使）靠拢；同意；短兵相接 ;
closely               |/ˈkləʊsli/            |< adv. > - 紧密地；接近地；严密地；亲近地 ;
closeness             |/ˈkləʊsnəs/           |< n. > - 密闭；接近；严密 ;
cloth                 |/klɔːθ/               |< n. > - 布；布料；一块布 ;
clothe                |/kloʊð/               |< vt. > - 穿上；赋予 ;
clothes               |/kloʊðz/              |< n. > - 服装；衣服 ;
clothing              |/ˈkloʊðɪŋ/            |< n. > - (总称)衣服；覆盖物 ;
cloud                 |/klaʊd/               |< n. > - 云；阴影 ;
cloudy                |/ˈklaʊdi/             |< adj. > - 多云的；阴天的；混浊的；模糊不清的 ;
club                  |/klʌb/                |< v. > - 用棍棒打；分担花费；凑钱；泡夜总会 ;< n. > - 俱乐部；棍棒；(扑克牌中)梅花 ;
clue                  |/kluː/                |< n. > - 线索；提示 ;
clump                 |/klʌmp/               |< v. > - 用沉重的脚步行走；丛生；使成簇 ;< n. > - 丛；块；沉重的声音 ;
clumsily              |/ˈklʌmzɪli/           |< adv. > - 笨拙地 ;
clumsy                |/ˈklʌmzi/             |< adj. > - 笨拙的；不得体的；笨重的 ;
cluster               |/ˈklʌstər/            |< v. > - 群集；丛生；使成群 ;< n. > - 群；簇；丛；串 ;
clutch                |/klʌtʃ/               |< vt. > - 抓住；抓牢 ;< vi. > - 企图抓住；踩离合器 ;< n. > - 一窝鸡（蛋）；一群 ;
clutter               |/ˈklʌtər/             |< vt. > - 弄乱；混乱 ;< n. > - 杂乱 ;
coach                 |/koʊtʃ/               |< v. > - 指导；训练 ;< n. > - 教练；经济舱；(火车)客车车厢；四轮马车 ;
coal                  |/koʊl/                |< vt. > - 烧成炭；供应煤 ;< vi. > - 加煤；装煤 ;< n. > - 煤；木炭 ;
coarse                |/kɔːrs/               |< adj. > - 粗糙的；粗俗的；非精制的 ;
coast                 |/koʊst/               |< n. > - 海岸；海滨 ;
coat                  |/koʊt/                |< vt. > - 涂上；覆盖；包上 ;< n. > - 外套；上衣；层；表皮 ;
cock                  |/kɑːk/                |< v. > - 翘起；竖起 ;< n. > - 雄禽；公鸡；<粗俚>阴茎；旋塞 ;
cod                   |/kɑːd/                |< v. > - 哄骗；愚弄 ;< n. > - 鳕鱼 ;
code                  |/koʊd/                |< v. > - 制成法典；把  ;< n. > - 密码；法规；准则 ;
coffee                |/ˈkɔːfi/              |< n. > - 咖啡；咖啡色 ;
coil                  |/kɔɪl/                |< v. > - 盘绕；卷成圈 ;< n. > - 卷；圈；线圈 ;
coin                  |/kɔɪn/                |< adj. > - 硬币的；投币的 ;< vt. > - 铸造（钱币）；创造（新词） ;< n. > - 硬币；金钱 ;
coincidence           |/koʊˈɪnsɪdəns/        |< n. > - 巧合；一致；同时发生 ;
cold                  |/koʊld/               |< adv. > - 完全地；彻底地 ;< adj. > - 冷的；寒冷的；冷酷的；冷淡的；冷静的 ;< n. > - 寒冷；感冒；伤风 ;
collapse              |/kəˈlæps/             |< n. > - 倒塌；崩溃；暴跌 ;< v. > - （使）倒塌；（使）崩溃；（使）瓦解；折叠 ;
collar                |/ˈkɑːlər/             |< vt. > - 抓住；为  ;< n. > - 衣领；项圈；[机]轴环 ;
colleague             |/ˈkɑːliːɡ/            |< n. > - 同事 ;
collect               |/kəˈlekt/             |< v. > - 收集；聚集；募捐；运走；使（自己）镇定 ;
collection            |/kəˈlekʃn/            |< n. > - 收集；收取，托收；聚集；收藏品；募捐 ;
collective            |/kəˈlektɪv/           |< adj. > - 集体的；共同的 ;< n. > - 集体 ;
collector             |/kəˈlektər/           |< n. > - 收集家；收税员；收取款项的人；收集器 ;
college               |/ˈkɑːlɪdʒ/            |< n. > - 学院；大学；学校；枢机主教团；社团 ;
collide               |/kəˈlaɪd/             |< vi. > - 碰撞；互撞；砥触 ;
collision             |/kəˈlɪʒn/             |< n. > - 碰撞；冲突 ;
colonel               |/ˈkɜːrnl/             |< n. > - 上校 ;
colony                |/ˈkɑːləni/            |< n. > - 殖民地；侨居地；侨民；聚居(地)；群体；菌落 ;
color                 |/ˈkʌlər/              |< other nominal > - #NAME? ;< vt. > - 渲染；把  ;< vi. > - 脸红；着色；影响，左右 ;< n. > - 颜色；彩色；颜料 ;
colossal              |/kəˈlɑːsl/            |< adj. > -  巨大的； <口>异常的 ;
colourful             |/ˈkʌlərfl/            |< adj. > - 多色的；丰富多彩的（=colorful） ;
column                |/ˈkɑːləm/             |< n. > - 栏；专栏；列；圆柱；柱；柱形物 ;
comb                  |/koʊm/                |< v. > - 梳理；彻底搜寻 ;< n. > - 梳子；鸡冠；蜂房 ;
combination           |/ˌkɑːmbɪˈneɪʃn/       |< n. > - 结合；结合到一起的事物或人；密码 ;
combine               |/kəmˈbaɪn/            |< n. > - 集团；联合收割机；联合企业 ;< v. > - 联合；使结合；结合 ;
come                  |/kʌm/                 |< v. > - 来；来到；来取、来拿；成为；达到；接近；摆出  ;
